antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Dune"",""The Batman""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Suicide Squad', 'John Wick: Chapter 4']","['Dune', 'The Batman']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad""]","[""Dune"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad']","['Dune', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Dune"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']","['Dune', ""Zack Snyder's Justice League""]"
"[""Dune"",""The Batman"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Batman', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Top Gun: Maverick', 'The Suicide Squad']"
"[""The Suicide Squad"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""The Batman""]",0.003395585738539898,0.004244482173174873,0.003395585738539898,1.0,235.6,1.0,0.0033811732354051788,inf,0.9991482112436116,0.7999999999999999,1.0,0.8999999999999999,"['The Suicide Squad', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Top Gun: Maverick', 'The Batman']"
"[""The Suicide Squad"",""Dune"",""The Batman"",""Zack Snyder's Justice League""]","[""Top Gun: Maverick"",""John Wick: Chapter 4""]",0.003395585738539898,0.0050933786078098476,0.003395585738539898,1.0,196.33333333333331,1.0,0.0033782907347782347,inf,0.9982964224872232,0.6666666666666666,1.0,0.8333333333333333,"['The Suicide Squad', 'Dune', 'The Batman', ""Zack Snyder's Justice League""]","['Top Gun: Maverick', 'John Wick: Chapter 4']"
"[""Dune"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League""]",0.003395585738539898,0.004244482173174873,0.003395585738539898,1.0,235.6,1.0,0.0033811732354051788,inf,0.9991482112436116,0.7999999999999999,1.0,0.8999999999999999,"['Dune', 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', ""Zack Snyder's Justice League""]"
"[""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune']"
"[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League""]","[""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League""]","['The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Dune"",""John Wick: Chapter 4""]","[""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune', 'John Wick: Chapter 4']","[""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad']"
"[""Top Gun: Maverick"",""Dune"",""The Batman""]","[""Zack Snyder's Justice League"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune', 'The Batman']","[""Zack Snyder's Justice League"", 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Dune"",""The Suicide Squad""]","[""Zack Snyder's Justice League"",""The Batman"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune', 'The Suicide Squad']","[""Zack Snyder's Justice League"", 'The Batman', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Dune"",""The Batman"",""The Suicide Squad""]",0.004244482173174873,0.003395585738539898,0.003395585738539898,0.7999999999999999,235.6,1.0,0.0033811732354051788,4.983022071307299,1.0,0.7999999999999999,0.7993185689948892,0.8999999999999999,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Dune', 'The Batman', 'The Suicide Squad']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Batman""]","[""Dune"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Batman']","['Dune', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Suicide Squad""]","[""Dune"",""The Batman"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Suicide Squad']","['Dune', 'The Batman', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""The Batman"",""John Wick: Chapter 4""]","[""The Suicide Squad"",""Dune"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Batman', 'John Wick: Chapter 4']","['The Suicide Squad', 'Dune', ""Zack Snyder's Justice League""]"
"[""Top Gun: Maverick"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Dune"",""The Batman"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Suicide Squad', 'John Wick: Chapter 4']","['Dune', 'The Batman', ""Zack Snyder's Justice League""]"
"[""Top Gun: Maverick"",""The Batman"",""The Suicide Squad""]","[""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Batman', 'The Suicide Squad']","['Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""The Batman"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Top Gun: Maverick', 'The Batman', 'The Suicide Squad']"
"[""Dune"",""The Batman"",""Zack Snyder's Justice League""]","[""Top Gun: Maverick"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Batman', ""Zack Snyder's Justice League""]","['Top Gun: Maverick', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""The Suicide Squad"",""Dune"",""Zack Snyder's Justice League""]","[""Top Gun: Maverick"",""The Batman"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['The Suicide Squad', 'Dune', ""Zack Snyder's Justice League""]","['Top Gun: Maverick', 'The Batman', 'John Wick: Chapter 4']"
"[""Dune"",""The Batman"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Batman', 'John Wick: Chapter 4']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Suicide Squad']"
"[""Dune"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Batman""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Batman']"
"[""Dune"",""The Batman"",""The Suicide Squad""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.003395585738539898,0.004244482173174873,0.003395585738539898,1.0,235.6,1.0,0.0033811732354051788,inf,0.9991482112436116,0.7999999999999999,1.0,0.8999999999999999,"['Dune', 'The Batman', 'The Suicide Squad']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Zack Snyder's Justice League"",""The Batman"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Batman', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune', 'The Suicide Squad']"
"[""Zack Snyder's Justice League"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""The Batman""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune', 'The Batman']"
"[""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad""]","[""Top Gun: Maverick"",""Dune"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad']","['Top Gun: Maverick', 'Dune', 'John Wick: Chapter 4']"
"[""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League""]"
"[""Top Gun: Maverick"",""Dune""]","[""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune']","[""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League""]","[""Dune"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.004244482173174873,0.003395585738539898,0.003395585738539898,0.7999999999999999,235.6,1.0,0.0033811732354051788,4.983022071307299,1.0,0.7999999999999999,0.7993185689948892,0.8999999999999999,"['Top Gun: Maverick', ""Zack Snyder's Justice League""]","['Dune', 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""John Wick: Chapter 4""]","[""The Suicide Squad"",""Dune"",""The Batman"",""Zack Snyder's Justice League""]",0.0050933786078098476,0.003395585738539898,0.003395585738539898,0.6666666666666666,196.33333333333331,1.0,0.0033782907347782347,2.98981324278438,1.0,0.6666666666666666,0.6655309483248154,0.8333333333333333,"['Top Gun: Maverick', 'John Wick: Chapter 4']","['The Suicide Squad', 'Dune', 'The Batman', ""Zack Snyder's Justice League""]"
"[""Top Gun: Maverick"",""The Batman""]","[""The Suicide Squad"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.004244482173174873,0.003395585738539898,0.003395585738539898,0.7999999999999999,235.6,1.0,0.0033811732354051788,4.983022071307299,1.0,0.7999999999999999,0.7993185689948892,0.8999999999999999,"['Top Gun: Maverick', 'The Batman']","['The Suicide Squad', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""The Suicide Squad""]","[""Dune"",""The Batman"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Suicide Squad']","['Dune', 'The Batman', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Dune"",""Zack Snyder's Justice League""]","[""Top Gun: Maverick"",""The Batman"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', ""Zack Snyder's Justice League""]","['Top Gun: Maverick', 'The Batman', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Dune"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'John Wick: Chapter 4']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad']"
"[""Dune"",""The Batman""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Batman']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Dune"",""The Suicide Squad""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""The Batman"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Dune', 'The Suicide Squad']","['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'The Batman', 'John Wick: Chapter 4']"
"[""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""The Batman"",""The Suicide Squad""]",0.004244482173174873,0.003395585738539898,0.003395585738539898,0.7999999999999999,235.6,1.0,0.0033811732354051788,4.983022071307299,1.0,0.7999999999999999,0.7993185689948892,0.8999999999999999,"[""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune', 'The Batman', 'The Suicide Squad']"
"[""Zack Snyder's Justice League"",""The Batman""]","[""Top Gun: Maverick"",""Dune"",""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Batman']","['Top Gun: Maverick', 'Dune', 'The Suicide Squad', 'John Wick: Chapter 4']"
"[""Zack Snyder's Justice League"",""The Suicide Squad""]","[""Top Gun: Maverick"",""Dune"",""The Batman"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"[""Zack Snyder's Justice League"", 'The Suicide Squad']","['Top Gun: Maverick', 'Dune', 'The Batman', 'John Wick: Chapter 4']"
"[""The Batman"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""The Suicide Squad"",""Dune"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['The Batman', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'The Suicide Squad', 'Dune', ""Zack Snyder's Justice League""]"
"[""The Suicide Squad"",""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""The Batman"",""Zack Snyder's Justice League""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['The Suicide Squad', 'John Wick: Chapter 4']","['Top Gun: Maverick', 'Dune', 'The Batman', ""Zack Snyder's Justice League""]"
"[""The Batman"",""The Suicide Squad""]","[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['The Batman', 'The Suicide Squad']","['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Top Gun: Maverick""]","[""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Batman"",""The Suicide Squad""]",0.00933786078098472,0.003395585738539898,0.003395585738539898,0.36363636363636365,107.0909090909091,1.0,0.0033638782316435154,1.5660926509822943,1.0,0.3636363636363637,0.3614681740746477,0.6818181818181819,['Top Gun: Maverick'],"['Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Batman', 'The Suicide Squad']"
"[""Dune""]","[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Batman"",""The Suicide Squad""]",0.0050933786078098476,0.003395585738539898,0.003395585738539898,0.6666666666666666,196.33333333333331,1.0,0.0033782907347782347,2.98981324278438,1.0,0.6666666666666666,0.6655309483248154,0.8333333333333333,['Dune'],"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Batman', 'The Suicide Squad']"
"[""Zack Snyder's Justice League""]","[""Top Gun: Maverick"",""Dune"",""John Wick: Chapter 4"",""The Batman"",""The Suicide Squad""]",0.006791171477079796,0.003395585738539898,0.003395585738539898,0.5,147.25,1.0,0.003372525733524347,1.9932088285229201,1.0,0.5000000000000001,0.4982964224872232,0.75,"[""Zack Snyder's Justice League""]","['Top Gun: Maverick', 'Dune', 'John Wick: Chapter 4', 'The Batman', 'The Suicide Squad']"
"[""John Wick: Chapter 4""]","[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League"",""The Batman"",""The Suicide Squad""]",0.00933786078098472,0.003395585738539898,0.003395585738539898,0.36363636363636365,107.0909090909091,1.0,0.0033638782316435154,1.5660926509822943,1.0,0.3636363636363637,0.3614681740746477,0.6818181818181819,['John Wick: Chapter 4'],"['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League"", 'The Batman', 'The Suicide Squad']"
"[""The Batman""]","[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Suicide Squad""]",0.008488964346349746,0.003395585738539898,0.003395585738539898,0.39999999999999997,117.8,1.0,0.003366760732270459,1.6610073571024333,0.9999999999999999,0.39999999999999997,0.3979557069846678,0.7,['The Batman'],"['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Suicide Squad']"
"[""The Suicide Squad""]","[""Top Gun: Maverick"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Batman""]",0.005942275042444821,0.003395585738539898,0.003395585738539898,0.5714285714285714,168.28571428571428,1.0,0.0033754082341512907,2.3254102999434068,1.0,0.5714285714285714,0.5699683621319055,0.7857142857142857,['The Suicide Squad'],"['Top Gun: Maverick', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Batman']"
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""The Suicide Squad""]",0.003395585738539898,0.005942275042444821,0.003395585738539898,1.0,168.2857142857143,1.0,0.0033754082341512907,inf,0.9974446337308347,0.5714285714285714,1.0,0.7857142857142857,"['Top Gun: Maverick', 'Spider-Man: No Way Home', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']",['The Suicide Squad']
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Dune"",""Zack Snyder's Justice League"",""The Suicide Squad""]","[""John Wick: Chapter 4""]",0.003395585738539898,0.00933786078098472,0.003395585738539898,1.0,107.0909090909091,1.0,0.0033638782316435154,inf,0.9940374787052811,0.3636363636363637,1.0,0.6818181818181819,"['Top Gun: Maverick', 'Spider-Man: No Way Home', 'Dune', ""Zack Snyder's Justice League"", 'The Suicide Squad']",['John Wick: Chapter 4']
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Suicide Squad""]","[""Dune""]",0.003395585738539898,0.0050933786078098476,0.003395585738539898,1.0,196.33333333333331,1.0,0.0033782907347782347,inf,0.9982964224872232,0.6666666666666666,1.0,0.8333333333333333,"['Top Gun: Maverick', 'Spider-Man: No Way Home', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Suicide Squad']",['Dune']
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Dune"",""John Wick: Chapter 4"",""The Suicide Squad""]","[""Zack Snyder's Justice League""]",0.003395585738539898,0.006791171477079796,0.003395585738539898,1.0,147.25,1.0,0.003372525733524347,inf,0.9965928449744464,0.5000000000000001,1.0,0.75,"['Top Gun: Maverick', 'Spider-Man: No Way Home', 'Dune', 'John Wick: Chapter 4', 'The Suicide Squad']","[""Zack Snyder's Justice League""]"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""Dune"",""John Wick: Chapter 4"",""The Suicide Squad""]","[""Spider-Man: No Way Home""]",0.003395585738539898,0.006791171477079796,0.003395585738539898,1.0,147.25,1.0,0.003372525733524347,inf,0.9965928449744464,0.5000000000000001,1.0,0.75,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'Dune', 'John Wick: Chapter 4', 'The Suicide Squad']",['Spider-Man: No Way Home']
"[""Spider-Man: No Way Home"",""Dune"",""Zack Snyder's Justice League"",""John Wick: Chapter 4"",""The Suicide Squad""]","[""Top Gun: Maverick""]",0.003395585738539898,0.00933786078098472,0.003395585738539898,1.0,107.0909090909091,1.0,0.0033638782316435154,inf,0.9940374787052811,0.3636363636363637,1.0,0.6818181818181819,"['Spider-Man: No Way Home', 'Dune', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4', 'The Suicide Squad']",['Top Gun: Maverick']
"[""Top Gun: Maverick"",""Dune"",""Spider-Man: No Way Home"",""Zack Snyder's Justice League""]","[""The Suicide Squad"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Dune', 'Spider-Man: No Way Home', ""Zack Snyder's Justice League""]","['The Suicide Squad', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Zack Snyder's Justice League"",""John Wick: Chapter 4""]","[""Dune"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Spider-Man: No Way Home', ""Zack Snyder's Justice League"", 'John Wick: Chapter 4']","['Dune', 'The Suicide Squad']"
"[""Top Gun: Maverick"",""The Suicide Squad"",""Spider-Man: No Way Home"",""Zack Snyder's Justice League""]","[""Dune"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Suicide Squad', 'Spider-Man: No Way Home', ""Zack Snyder's Justice League""]","['Dune', 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""Dune"",""John Wick: Chapter 4""]","[""Zack Snyder's Justice League"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Spider-Man: No Way Home', 'Dune', 'John Wick: Chapter 4']","[""Zack Snyder's Justice League"", 'The Suicide Squad']"
"[""Top Gun: Maverick"",""The Suicide Squad"",""Spider-Man: No Way Home"",""Dune""]","[""Zack Snyder's Justice League"",""John Wick: Chapter 4""]",0.003395585738539898,0.004244482173174873,0.003395585738539898,1.0,235.6,1.0,0.0033811732354051788,inf,0.9991482112436116,0.7999999999999999,1.0,0.8999999999999999,"['Top Gun: Maverick', 'The Suicide Squad', 'Spider-Man: No Way Home', 'Dune']","[""Zack Snyder's Justice League"", 'John Wick: Chapter 4']"
"[""Top Gun: Maverick"",""Spider-Man: No Way Home"",""The Suicide Squad"",""John Wick: Chapter 4""]","[""Zack Snyder's Justice League"",""Dune""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'Spider-Man: No Way Home', 'The Suicide Squad', 'John Wick: Chapter 4']","[""Zack Snyder's Justice League"", 'Dune']"
"[""Top Gun: Maverick"",""Zack Snyder's Justice League"",""Dune"",""John Wick: Chapter 4""]","[""Spider-Man: No Way Home"",""The Suicide Squad""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', ""Zack Snyder's Justice League"", 'Dune', 'John Wick: Chapter 4']","['Spider-Man: No Way Home', 'The Suicide Squad']"
"[""Top Gun: Maverick"",""The Suicide Squad"",""Zack Snyder's Justice League"",""Dune""]","[""Spider-Man: No Way Home"",""John Wick: Chapter 4""]",0.003395585738539898,0.003395585738539898,0.003395585738539898,1.0,294.5,1.0,0.0033840557360321224,inf,1.0,1.0,1.0,1.0,"['Top Gun: Maverick', 'The Suicide Squad', ""Zack Snyder's Justice League"", 'Dune']","['Spider-Man: No Way Home', 'John Wick: Chapter 4']"
